Provinces Name,"Provinces Code","Series Name","Series Code","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"Jawa Tengah, Prop.","ID.JT","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","108567502.66","124388760.81","139053208.18","156155729.27","175584778.8","203097766.24","243041663.87","272614733.52","315546001.6","347231350.43","390587912.9","441216156.25","..","..","..","..","..","..","..","..",".."
"Jawa Tengah, Prop.","ID.JT","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","22095664.600605","23967771.624659","26542704.282846","30313562.292036","30925062.666293","31247716.321716","37618200.410718","41117002.007973","44506884.115485","50435171.54162","55723936.373199","63091806.478912","64857853.151485","69780887.039509","72238883.092783","78291425.161998","86933633.275986","96403438.098383","102888425.359617","110357942.554693","118298128.718632","121586856.629639","107102014.012725","110837006.687698","114701304.81","118816400.29","123038541.13","129166462.45","135789872.31","143051213.88","150682654.74","159110253.77","168034483.29","176673456.57","186995480.65","198270117.9","210848424.04","..","..","..","..","..","..","..",".."
"Jawa Tengah, Prop.","ID.JT","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","114701304.81","133227558.11","151968825.74","171881877.04","193435263.05","234435323.31","281996709.12","312428807.09","367135954.9","397903943.75","444396468.19","498763824.2","556479872.1","..","..","..","..","..","..","..",".."
"Jawa Tengah, Prop.","ID.JT","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","623224621.32671","656268129.91409","691343115.96097","726655118.06","764959150.95","806765092.17","849313199.72","894050472.53","941091143.86","991913118.53",".."
"Jawa Tengah, Prop.","ID.JT","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","623224621.32671","692561627.44533","754529436.05034","830016016.43","922471181.11","1010986637.17","1093120989.14","1187048814.68","1268261165.59","1361567356.73",".."
"Jawa Tengah, Prop.","ID.JT","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","26264926","26571795","26883623","27200538","27522667","27850142","28183100","28569800","28815200","29049200","29272500","29485300","29653266","29881400","30063900","35994400","30398400","31448251","31717302.4938746","31882130.2885003","32088621.2100063","32262757.1289069","32560565.6017818","31713902.7647447","31892675.612122","32064893.4422348","32228268.075199","32443886","32725378","32998692","33264339","33522663","33774141","34019095","34257865","34490835","34718204","34940078"
"Jawa Timur, Prop.","ID.JI","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","81013148.004488","92716928.080321","101286069.085704","107572302.393637","122111521.955582","120857701.734138","124535625.243458","135468431.731577","150475301.81283","163180644.170656","176710731.655625","189862714.583302","205423017.434246","222536054.350507","233980919.850184","194419581.095251","196310361.905947","202008645.14","209838116.29","217878040.34","228301905.99","241628131.27","255744992.92","270564918.38","286912118.57","304470826.13","319531362.25","340613715.01","365151343.75","..","..","..","..","..","..","..","..",".."
"Jawa Timur, Prop.","ID.JI","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","202008645.14","233262132.4","266557636.63","299951720.02","340326617.35","402497604.52","469503984.47","533367054.39","619530631.57","684479039.07","775192632.11","880433875","..","..","..","..","..","..","..","..",".."
"Jawa Timur, Prop.","ID.JI","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","49111182.025204","52194184.418704","56232833.955766","59967182.254052","62626500.264864","68390047.598992","77697768.537837","81013148.004488","92778479.718981","101368747.86098","107664399.491759","122188472.512986","120964220.498188","124679268.961193","135633924.514611","150649155.780995","163355474.826073","176946821.294694","189973158.068706","205573273.423001","222856900.881192","234734443.99371","195586335.131355","197576815.845507","202830063.02","210448570.19","218452389.09","228884458.54","242228892.17","256374726.78","271249316.68","287814183.92","305538686.62","320861168.91","342280765.51","366983277.5","393666437.4","..","..","..","..","..","..","..",".."
"Jawa Timur, Prop.","ID.JI","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","202830063.02","233881585.29","267157716.58","300609857.97","341065251.33","403392350.76","470627493.61","534919332.96","621391674.61","686847557.72","778455772.46","884502645.6","1001720879.47","..","..","..","..","..","..","..",".."
"Jawa Timur, Prop.","ID.JI","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","990648843.84111","1054401773.68672","1124464639.72334","1192789801.80632","1262684495.06943","1331376098.98187","1405561043.71137","1482147587.89474","1563919397","1650143200",".."
"Jawa Timur, Prop.","ID.JI","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","990648843.84111","1120577157.0544","1248767292.90245","1382501497.36228","1537947627.98133","1691477062.54249","1857597675.02276","2019199656.23246","2191745808","2352425230",".."
"Jawa Timur, Prop.","ID.JI","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","30125711","30448417","30776562","31110287","31449727","31795026","32146335","32545400","32833900","33112300","33380400","33638200","33844002","34124300","34352000","34569500","34776100","35340005","35634065.115225","35931813.4202634","36208105.7022508","36484557.3767003","36698587.559379","36694746.1591238","36900435.2084453","37100425.1188379","37292566.2036371","37565706","37840657","38106590","38363195","38610202","38847561","39075152","39292972","39500851","39698631","39886288"
"Kalimantan Barat, Prop.","ID.KB","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","5393383.717644","6115824.832663","6620959.646966","7158293.780916","8693802.295331","9166875.818461","10658218.244708","10796249.524866","11829106.745125","12970739.113619","14075078.920315","15122094.875232","16547349.283097","18253594.328049","19566534.341966","18573143.054678","19085830.095254","19378784.73","19900326.46","20806353.94","21455284.28","22483015.37","23538350.41","24768374.85","26260647.97","27438791.32","28754359.8","30292393.42","32138392.58","..","..","..","..","..","..","..","..",".."
"Kalimantan Barat, Prop.","ID.KB","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","19378784.73","21359186.93","23914130.78","26062747.16","29750226.18","33869468.05","37714996.83","42478600.88","49132965.97","54234103.52","60475251.81","66913476.56","..","..","..","..","..","..","..","..",".."
"Kalimantan Barat, Prop.","ID.KB","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","4042884.458687","4768199.614822","4906992.165822","5188329.049168","4834721.901175","5073407.814516","5162972.363101","5393383.717644","6115824.832663","6620959.646966","7158293.780916","8693802.295331","9166875.818461","10658218.244708","10796249.524866","11829106.745125","12970739.113619","14075078.920315","15122094.875232","16547349.283097","18253594.328049","19566534.341966","18573143.054678","19085830.095254","19378784.73","19900326.46","20806353.94","21455284.28","22483015.37","23538350.41","24768374.85","26260647.97","27438791.32","28754359.8","30292393.42","32138392.11","34013643.75","..","..","..","..","..","..","..",".."
"Kalimantan Barat, Prop.","ID.KB","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","19378784.73","21359186.93","23914130.78","26062747.16","29750226.18","33869468.05","37714996.83","42478600.88","49132965.97","54234103.52","60475251.81","66913478.82","75027252.84","..","..","..","..","..","..","..",".."
"Kalimantan Barat, Prop.","ID.KB","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","86065854.86222","90797590.9318","96161928.39148","101980339.36087","107114962.93719","112346755.18566","118193431.56065","124306736.88422","130596320.55","137243088.17",".."
"Kalimantan Barat, Prop.","ID.KB","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","86065854.86222","96727127.55332","106958803.83653","118640957.94724","132345286.90462","146653547.20694","161382419.44942","177468594.08073","194138220.78","212150332.23",".."
"Kalimantan Barat, Prop.","ID.KB","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","2691063","2763166","2837243","2913349","2991542","3071880","3154425","3247600","3329100","3410100","3490800","3571300","3635730","3732300","3812500","3892500","3972700","3750795","3809492.46045731","3877112.75203614","3941787.35699278","4035984.88891621","4101955.22167745","4112002.62058562","4183485.4422636","4254913.26615217","4325770.2615079","4411355","4488895","4565612","4641393","4716093","4789574","4861738","4932499","5001664","5069127","5134760"
"Kalimantan Selatan, Prop.","ID.KS","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","6119734.187357","6818760.333965","7331321.207795","7796947.331256","8725287.616726","8721959.994958","9208437.346974","9917596.441471","10441056.055166","11812050.214682","12869426.484495","14037782.067411","15354189.616859","16962862.726591","17709545.167329","16444379.369284","17314987.888724","18096202.44","18878993.48","19599394.96","20636412.4","21692483.62","22841024.15","23995326.19","25453963.22","27119368.42","28578332.83","30204509.76","32101355.47","..","..","..","..","..","..","..","..",".."
"Kalimantan Selatan, Prop.","ID.KS","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","18096202.44","20235720.14","22348961.72","24913843.62","27518034.48","31282872.29","34142299.38","38852763.34","45204761.22","50813676.09","57862527.03","67481898.44","..","..","..","..","..","..","..","..",".."
"Kalimantan Selatan, Prop.","ID.KS","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","3046009.401307","3393431.388665","4298769.089375","4676063.77893","4765798.278737","4498171.744435","5366203.703473","6119734.187357","7321622.415933","7912605.503753","8336545.995145","9020683.547627","9099997.564491","9374019.011482","10088693.83312","10644879.231939","12013631.050241","13087949.900389","14201175.332971","15531148.812431","17168202.772752","17942544.035139","17022675.416998","17922822.9298","18610612.88","19383709.99","20120303.21","21109039.43","22171332.06","23292544.5","24452264.79","25922287.52","27593092.5","29051630.55","30674123.86","32552849.54","34418536.89","..","..","..","..","..","..","..",".."
"Kalimantan Selatan, Prop.","ID.KS","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","18610612.88","20740436.65","22880288.13","25399908.28","28028043.93","31794068.9","34670494.29","39438767.06","45843793.53","51460175.7","58541818.6","68186882.7","75923132.54","..","..","..","..","..","..","..",".."
"Kalimantan Selatan, Prop.","ID.KS","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","85304997.95506","91252128.91909","96697838.66962","101850536.35697","106779397.64439","110863116.50702","115737530.38324","121863847.8787","128052577.9","133271551.64",".."
